Accident_Index,Accident Date,Day_of_Week,Junction_Control,Junction_Detail,Accident_Severity,Latitude,Light_Conditions,Local_Authority_(District),Carriageway_Hazards,Longitude,Number_of_Casualties,Number_of_Vehicles,Police_Force,Road_Surface_Conditions,Road_Type,Speed_limit,Time,Urban_or_Rural_Area,Weather_Conditions,Vehicle_Type,Month Name,Year
BS0000932,18-11-2021,Wednesday,Give way or uncontrolled,Crossroads,Slight,51.508899,Daylight,City of London,None,-0.073801,1,2,City of London,Dry,Dual carriageway,30,31-12-1899 08:34:00,Urban,Fine no high winds,Car,November,2021
BS0000933,16-11-2021,Monday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.513176,Daylight,City of London,None,-0.087889,1,1,City of London,Wet or damp,Single carriageway,30,31-12-1899 07:05:00,Urban,Raining + high winds,Car,November,2021
BS0000934,06-11-2021,Friday,Auto traffic signal,T or staggered junction,Slight,51.518169,Daylight,City of London,None,-0.079752,1,1,City of London,Dry,Single carriageway,30,31-12-1899 13:50:00,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under,November,2021
BS0000935,20-01-2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.51425,Daylight,Westminster,None,-0.149242,1,1,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 11:15:00,Urban,Fine no high winds,Car,January,2021
BS0000936,21-01-2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.543545,Daylight,Camden,None,-0.136516,1,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 09:27:00,Urban,Fine no high winds,Taxi/Private hire car,January,2021
BS0000937,19-01-2021,Monday,Give way or uncontrolled,T or staggered junction,Slight,51.523788,Daylight,Camden,None,-0.126943,1,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 11:30:00,Urban,Fine no high winds,Car,January,2021
BS0000938,21-01-2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.517864,Daylight,Camden,None,-0.116376,2,1,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 14:00:00,Urban,Fine no high winds,Car,January,2021
BS0000939,20-01-2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.524924,Darkness - lights lit,Westminster,None,-0.176199,1,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 17:15:00,Urban,Fine no high winds,Car,January,2021
BS0000940,20-01-2021,Tuesday,Auto traffic signal,Roundabout,Slight,51.508506,Darkness - lights lit,Westminster,None,-0.127282,1,2,Metropolitan Police,Dry,Roundabout,30,31-12-1899 21:45:00,Urban,Fine no high winds,Car,January,2021
BS0000941,21-01-2021,Wednesday,Auto traffic signal,Crossroads,Slight,51.491828,Daylight,Westminster,None,-0.141651,1,1,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 17:27:00,Urban,Fine no high winds,Car,January,2021
BS0000942,22-01-2021,Thursday,Give way or uncontrolled,Private drive or entrance,Slight,51.499406,Daylight,Westminster,None,-0.126214,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,31-12-1899 10:08:00,Urban,Raining no high winds,Van / Goods 3.5 tonnes mgw or under,January,2021
BS0000943,16-01-2021,Friday,Data missing or out of range,Not at junction or within 20 metres,Serious,51.507953,Daylight,Westminster,None,-0.12644,1,1,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 15:00:00,Urban,Fine no high winds,Car,January,2021
BS0000944,22-01-2021,Thursday,Auto traffic signal,Crossroads,Serious,51.518933,Daylight,Camden,None,-0.121377,1,1,Metropolitan Police,Wet or damp,Dual carriageway,30,31-12-1899 11:15:00,Urban,Raining no high winds,Car,January,2021
BS0000945,22-01-2021,Thursday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.555286,Darkness - lights lit,Camden,None,-0.145412,1,1,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 17:30:00,Urban,Fine no high winds,Car,January,2021
BS0000946,22-01-2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.506946,Darkness - lights lit,Westminster,None,-0.125328,1,2,Metropolitan Police,Wet or damp,Dual carriageway,30,31-12-1899 18:30:00,Urban,Raining no high winds,Car,January,2021
BS0000947,08-01-2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.518105,Darkness - lights lit,Camden,None,-0.114636,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,31-12-1899 17:30:00,Urban,Fine no high winds,Car,January,2021
BS0000948,25-01-2021,Sunday,Auto traffic signal,Crossroads,Slight,51.514481,Darkness - lights lit,Westminster,None,-0.146782,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,31-12-1899 18:15:00,Urban,Raining no high winds,Car,January,2021
BS0000949,23-01-2021,Friday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.50721,Daylight,Westminster,None,-0.14189,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,31-12-1899 08:50:00,Urban,Raining no high winds,Car,January,2021
BS0000950,22-01-2021,Thursday,Data missing or out of range,Not at junction or within 20 metres,Serious,51.537184,Daylight,Camden,None,-0.155089,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,31-12-1899 13:40:00,Urban,Raining no high winds,Goods over 3.5t. and under 7.5t,January,2021
BS0000951,24-01-2021,Saturday,Auto traffic signal,T or staggered junction,Slight,51.5416,Darkness - lights lit,Camden,None,-0.138614,1,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 04:10:00,Urban,Fine no high winds,Car,January,2021
BS0000952,24-01-2021,Saturday,Auto traffic signal,Crossroads,Slight,51.523244,Darkness - lights lit,Westminster,None,-0.14931,1,2,Metropolitan Police,Wet or damp,Dual carriageway,30,31-12-1899 16:30:00,Urban,Other,Motorcycle over 500cc,January,2021
BS0000953,24-01-2021,Saturday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.527667,Darkness - lights lit,Brent,None,-0.196562,1,1,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 19:04:00,Urban,Fine no high winds,Car,January,2021
BS0000954,26-01-2021,Monday,Give way or uncontrolled,T or staggered junction,Slight,51.54204,Daylight,Camden,None,-0.138019,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,31-12-1899 08:40:00,Urban,Fine no high winds,Taxi/Private hire car,January,2021
BS0000955,24-01-2021,Saturday,Auto traffic signal,Crossroads,Slight,51.494065,Daylight,Westminster,None,-0.146602,1,2,Metropolitan Police,Dry,Dual carriageway,30,31-12-1899 12:28:00,Urban,Fine no high winds,Motorcycle over 500cc,January,2021
BS0000956,27-01-2021,Tuesday,Auto traffic signal,T or staggered junction,Serious,51.52317,Darkness - lights lit,Westminster,None,-0.150322,2,2,Metropolitan Police,Dry,Dual carriageway,30,31-12-1899 00:30:00,Urban,Fine no high winds,Car,January,2021
BS0000957,15-01-2021,Thursday,Auto traffic signal,T or staggered junction,Slight,51.495934,Darkness - lights lit,Westminster,None,-0.145374,1,2,Metropolitan Police,Wet or damp,Dual carriageway,30,31-12-1899 18:17:00,Urban,Other,Car,January,2021
BS0000958,23-01-2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.494138,Daylight,Westminster,None,-0.139828,2,1,Metropolitan Police,Wet or damp,Single carriageway,30,31-12-1899 09:10:00,Urban,Raining no high winds,Car,January,2021
BS0000959,27-01-2021,Tuesday,Auto traffic signal,Crossroads,Slight,51.496644,Darkness - lights lit,Westminster,None,-0.144769,1,1,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 16:50:00,Urban,Fine no high winds,Car,January,2021
BS0000960,27-01-2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.513351,Darkness - lights lit,Westminster,None,-0.177959,1,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 18:14:00,Urban,Fine no high winds,Car,January,2021
BS0000961,27-01-2021,Tuesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.49732,Daylight,Westminster,None,-0.136385,1,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 18:12:00,Urban,Fine no high winds,Goods 7.5 tonnes mgw and over,January,2021
BS0000962,27-01-2021,Tuesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.5214,Darkness - lights lit,Westminster,None,-0.198395,2,1,Metropolitan Police,Dry,Dual carriageway,50,31-12-1899 21:28:00,Urban,Fine no high winds,Car,January,2021
BS0000963,27-01-2021,Tuesday,Give way or uncontrolled,Crossroads,Slight,51.493722,Darkness - lights lit,Westminster,None,-0.142006,1,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 19:40:00,Urban,Fine no high winds,Motorcycle over 500cc,January,2021
BS0000964,28-01-2021,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.571576,Darkness - lights lit,Haringey,None,-0.151965,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,31-12-1899 19:04:00,Urban,Raining no high winds,Car,January,2021
BS0000965,28-01-2021,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.531178,Darkness - lights lit,Westminster,None,-0.185177,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,31-12-1899 18:35:00,Urban,Fine no high winds,Car,January,2021
BS0000966,27-01-2021,Tuesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.518997,Daylight,Camden,None,-0.136653,1,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 12:50:00,Urban,Fine no high winds,Car,January,2021
BS0000967,28-01-2021,Wednesday,Auto traffic signal,Crossroads,Slight,51.522117,Darkness - lights lit,Westminster,None,-0.157716,1,2,Metropolitan Police,Wet or damp,Dual carriageway,30,31-12-1899 19:15:00,Urban,Raining no high winds,Taxi/Private hire car,January,2021
BS0000968,19-01-2021,Monday,Auto traffic signal,Crossroads,Slight,51.515309,Daylight,Westminster,None,-0.142281,1,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 12:30:00,Urban,Fine no high winds,Car,January,2021
BS0000969,23-01-2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.560128,Daylight,Camden,None,-0.178975,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,31-12-1899 12:42:00,Urban,Fine no high winds,Motorcycle over 500cc,January,2021
BS0000970,22-01-2021,Thursday,Auto traffic signal,T or staggered junction,Slight,51.510043,Daylight,Westminster,None,-0.133416,1,2,Metropolitan Police,Wet or damp,One way street,30,31-12-1899 10:45:00,Urban,Fine no high winds,Car,January,2021
BS0000971,26-01-2021,Monday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.530169,Daylight,Camden,None,-0.126681,1,1,Metropolitan Police,Dry,One way street,30,31-12-1899 09:06:00,Urban,Fine no high winds,Car,January,2021
BS0000972,29-01-2021,Thursday,Give way or uncontrolled,T or staggered junction,Serious,51.50987,Daylight,Westminster,None,-0.122614,1,1,Metropolitan Police,Dry,Dual carriageway,30,31-12-1899 15:49:00,Urban,Fine no high winds,Car,January,2021
BS0000973,29-01-2021,Thursday,Auto traffic signal,Crossroads,Slight,51.515218,Daylight,Westminster,None,-0.176587,1,1,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 18:34:00,Urban,Fog or mist,Motorcycle over 125cc and up to 500cc,January,2021
BS0000974,26-01-2021,Monday,Data missing or out of range,Not at junction or within 20 metres,Serious,51.540019,Darkness - lights lit,Camden,None,-0.140986,1,1,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 17:26:00,Urban,Fine no high winds,Car,January,2021
BS0000975,30-01-2021,Friday,Give way or uncontrolled,Crossroads,Slight,51.536714,Darkness - lights lit,Camden,None,-0.142418,1,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 17:09:00,Urban,Fine no high winds,Car,January,2021
BS0000976,30-01-2021,Friday,Give way or uncontrolled,Crossroads,Slight,51.511299,Darkness - lights lit,Westminster,None,-0.13322,1,1,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 21:10:00,Urban,Fine no high winds,Motorcycle over 500cc,January,2021
BS0000977,31-01-2021,Saturday,Give way or uncontrolled,T or staggered junction,Slight,51.541422,Darkness - lights lit,Camden,None,-0.138766,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,31-12-1899 02:50:00,Urban,Fine no high winds,Car,January,2021
BS0000978,30-01-2021,Friday,Auto traffic signal,Crossroads,Slight,51.541548,Daylight,Camden,None,-0.17539,2,2,Metropolitan Police,Dry,Dual carriageway,30,31-12-1899 10:54:00,Urban,Fine no high winds,Car,January,2021
BS0000979,01-02-2021,Sunday,Give way or uncontrolled,Mini-roundabout,Slight,51.51426,Daylight,Westminster,None,-0.144197,3,1,Metropolitan Police,Dry,Roundabout,30,31-12-1899 12:39:00,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under,February,2021
BS0000980,01-02-2021,Sunday,Auto traffic signal,Crossroads,Slight,51.515903,Daylight,Westminster,None,-0.157102,2,3,Metropolitan Police,Frost or ice,Single carriageway,30,31-12-1899 16:17:00,Urban,Fine no high winds,Car,February,2021
BS0000981,01-02-2021,Sunday,Auto traffic signal,Crossroads,Slight,51.514484,Darkness - lights lit,Westminster,None,-0.146926,2,1,Metropolitan Police,Snow,One way street,30,31-12-1899 17:20:00,Urban,Snowing no high winds,Car,February,2021
BS0000982,01-02-2021,Sunday,Auto traffic signal,T or staggered junction,Serious,51.514174,Darkness - lights lit,Westminster,None,-0.15011,1,1,Metropolitan Police,Snow,Single carriageway,30,31-12-1899 18:45:00,Urban,Snowing no high winds,Car,February,2021
BS0000983,01-02-2021,Sunday,Data missing or out of range,Not at junction or within 20 metres,Serious,51.531363,Darkness - lights lit,Camden,None,-0.145232,1,2,Metropolitan Police,Snow,Single carriageway,30,31-12-1899 21:15:00,Urban,Snowing no high winds,Other vehicle,February,2021
BS0000984,01-02-2021,Sunday,Give way or uncontrolled,Slip road,Serious,51.520467,Darkness - lights lit,Westminster,None,-0.167152,1,1,Metropolitan Police,Snow,Dual carriageway,50,31-12-1899 23:32:00,Urban,Snowing no high winds,Van / Goods 3.5 tonnes mgw or under,February,2021
BS0000985,02-02-2021,Monday,Data missing or out of range,Not at junction or within 20 metres,Serious,51.509347,Darkness - lights lit,Westminster,None,-0.123645,2,1,Metropolitan Police,Snow,Dual carriageway,30,31-12-1899 00:32:00,Urban,Snowing no high winds,Car,February,2021
BS0000986,28-01-2021,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.546399,Daylight,Camden,None,-0.175052,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,31-12-1899 07:45:00,Urban,Raining no high winds,Car,January,2021
BS0000987,03-02-2021,Tuesday,Auto traffic signal,Crossroads,Slight,51.55297,Daylight,Camden,None,-0.158201,1,1,Metropolitan Police,Frost or ice,Single carriageway,30,31-12-1899 14:20:00,Urban,Fine no high winds,Motorcycle 50cc and under,February,2021
BS0000988,03-02-2021,Tuesday,Auto traffic signal,Crossroads,Serious,51.488751,Darkness - lights lit,Westminster,None,-0.1291,1,2,Metropolitan Police,Snow,Single carriageway,30,31-12-1899 22:20:00,Urban,Other,Car,February,2021
BS0000989,09-01-2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.549102,Daylight,Camden,None,-0.141048,1,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 13:25:00,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under,January,2021
BS0000990,29-01-2021,Thursday,Give way or uncontrolled,Private drive or entrance,Serious,51.526353,Daylight,Camden,None,-0.129865,1,1,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 15:03:00,Urban,Fine no high winds,Car,January,2021
BS0000991,18-01-2021,Sunday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.496668,Daylight,Westminster,None,-0.14059,1,1,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 14:00:00,Urban,Fine no high winds,Car,January,2021
BS0000992,01-02-2021,Sunday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.489179,Darkness - lights lit,Westminster,None,-0.150401,1,3,Metropolitan Police,Frost or ice,Single carriageway,30,31-12-1899 21:25:00,Urban,Snowing no high winds,Car,February,2021
BS0000993,05-02-2021,Thursday,Auto traffic signal,Crossroads,Slight,51.517571,Darkness - lights lit,Camden,None,-0.120568,1,1,Metropolitan Police,Frost or ice,Single carriageway,30,31-12-1899 01:25:00,Urban,Raining no high winds,Car,February,2021
BS0000994,04-02-2021,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.53038,Darkness - lights lit,Camden,None,-0.134314,1,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 22:00:00,Urban,Fine no high winds,Car,February,2021
BS0000995,05-02-2021,Thursday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.542624,Daylight,Camden,None,-0.169435,1,2,Metropolitan Police,Frost or ice,Single carriageway,30,31-12-1899 07:20:00,Urban,Raining no high winds,Van / Goods 3.5 tonnes mgw or under,February,2021
BS0000996,05-02-2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.507904,Daylight,Westminster,None,-0.140276,1,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 13:08:00,Urban,Fine no high winds,Car,February,2021
